doc_id,label,pos_bigram,count
482,1,AUX_ADJ,6
483,1,NOUN_ADP,22
483,1,ADJ_NOUN,16
483,1,DET_NOUN,16
483,1,ADP_NOUN,14
483,1,ADP_DET,11
484,1,ADJ_NOUN,13
484,1,DET_NOUN,10
484,1,NOUN_ADP,7
484,1,ADP_DET,7
484,1,NOUN_CCONJ,6
485,1,DET_NOUN,21
485,1,NOUN_ADP,20
485,1,VERB_ADP,19
485,1,ADJ_NOUN,19
485,1,ADP_DET,17
486,0,VERB_PRON,36
486,0,PRON_VERB,35
486,0,ADJ_NOUN,16
486,0,NOUN_PRON,13
486,0,PRON_PRON,13
487,0,VERB_PRON,42
487,0,PRON_VERB,38
487,0,ADJ_NOUN,35
487,0,DET_NOUN,32
487,0,PRON_AUX,32
488,0,DET_NOUN,26
488,0,AUX_VERB,16
488,0,NOUN_ADP,15
488,0,PRON_AUX,15
488,0,ADP_DET,14
489,0,DET_NOUN,20
489,0,PRON_AUX,16
489,0,VERB_PRON,12
489,0,ADJ_NOUN,10
489,0,PRON_VERB,10
490,1,NOUN_ADP,34
490,1,DET_NOUN,32
490,1,ADJ_NOUN,24
490,1,ADP_DET,17
490,1,NOUN_AUX,15
491,0,DET_NOUN,32
491,0,ADJ_NOUN,28
491,0,VERB_PRON,28
491,0,PART_VERB,27
491,0,VERB_ADP,27
492,0,NOUN_ADP,33
492,0,ADJ_NOUN,31
492,0,DET_NOUN,26
492,0,NOUN_NOUN,26
492,0,ADP_DET,22
493,0,ADJ_NOUN,43
493,0,DET_NOUN,42
493,0,NOUN_ADP,40
493,0,NOUN_NOUN,37
493,0,VERB_NOUN,24
494,1,NOUN_NOUN,25
494,1,NOUN_ADP,18
494,1,NOUN_VERB,15
494,1,DET_NOUN,14
